lon,lat,label,elevation_m,slope_deg,cu_ppm,co_ppm,ni_ppm,au_ppb,fe_pct,pb_ppm,zn_ppm,mo_ppm,as_ppm,dist_fault_km,dist_deposit_km,log_cu_ppm,log_co_ppm,log_ni_ppm,log_au_ppb,log_pb_ppm,log_zn_ppm,log_mo_ppm,log_as_ppm
27.882905473269073,-12.58695806288022,1,1465.6558085604718,1.8565704245372028,50000.00000000001,2781.9302127860265,407.4966079510489,59.73087796192942,4.73571115528328,44.349356017298746,9962.19668330637,1.2898239832443146,742.6199246775343,187.5577078098705,5.165015083861854,10.819798284210286,7.931259684957802,6.0124836105961785,4.106452266612649,3.814395976180249,9.206653251223718,0.8284749513999305,6.611530050374722
28.069884143990155,-12.640613202209819,1,1354.161463980002,1.9889934044899589,49999.99999999999,8469.555153571955,1172.4515814509582,77.08141108713154,4.638636010589446,40.73824297253552,9945.107291974718,0.5853950833110546,994.9795294867206,175.49748874980494,8.031352537580949,10.819798284210286,9.044351329013207,7.067704754491809,4.357752014266477,3.7314178061903536,9.2049365266662,0.4608336401868013,6.903726704649212
28.25487100834933,-12.09789853022906,1,1478.27744891388,4.318704164600418,28052.868892780312,1788.3971025340277,384.85642817363873,59.541988473420325,6.557989681323684,20.783624493860362,5602.096099103293,0.945768169129538,484.2605704140854,123.18768083754046,4.841344891604515,10.241881829880956,7.4896340278733495,5.955465352538427,4.103337148667321,3.0811585175190848,8.63107459878413,0.6656568446678234,6.184686005251504
27.877486969603492,-12.762069814586193,1,1579.449722089204,0.35541289354553796,49978.4621107902,3746.934667609186,215.85457802077326,46.255800359422,4.857931968147167,14.945472649245726,9993.37243997534,0.8293651138635626,1606.4933670258843,200.37253613251718,18.34437487110576,10.819367442242,8.228960211938826,5.379226981521631,3.855575405335057,2.7691749424965533,9.209777457567125,0.603968974343398,7.382431329836315
28.006089994693262,-12.207679986384381,1,1112.6654701902996,1.3870177795448766,46057.90809265277,2168.255574304047,428.8927708055472,36.71734660595907,6.434569329402467,21.98781611122058,8793.76157727489,0.8279387768076307,788.189670117004,153.28158183507998,15.466452094301644,10.73767646689856,7.682139334362148,6.063535807370027,3.630120110804198,3.13496434127561,9.081911547909936,0.6031889805715466,6.671006685006796
27.53110311823907,-12.033803457867213,1,1807.3110940534007,2.3098773552664396,35937.833505171504,2847.1795521037316,327.3870607625171,20.638626627771014,5.758387459957,38.68758017614999,6077.23180574341,0.8196415821883251,344.57058341260375,195.42512796397688,14.500171639057587,10.489573703082147,7.954435315524858,5.794192975957086,3.074479987443575,3.6810382968373263,8.712469111239681,0.5986395488313238,5.845196915866823
27.59555037749048,-12.693248445739133,1,1353.170253541449,0.8312681533360835,42589.221582356586,3683.3214239692397,365.97179502652153,33.72993790811131,5.552858317367227,38.63329189969712,8484.195063842417,0.7377321236840769,653.6689571114463,220.31175438569585,16.027633214767135,10.659379965588782,8.211841642203687,5.905284992312474,3.5476020789084677,3.679669469604122,9.046078166660697,0.5525808858985468,6.48412969888292
27.743486510343427,-12.330449580396996,1,1339.876260556848,7.115998838755722,48825.23863820816,1927.722846761353,683.8234024236783,36.88504286845515,5.143439401005409,66.34523163971079,6788.932104876156,1.3005942852090122,554.088412237841,185.42880149163204,3.9310635486530345,10.796023124357209,7.5646133254247285,6.529160998343609,3.6345563869243396,4.209832100642617,8.823196221220886,0.8331674744329652,6.3191274023887685
27.81994968941382,-12.380730301852257,1,1247.8483136738914,3.2835524846434456,48654.792583103605,2523.8812198729456,628.2865174103089,49.116630708340956,5.126796076526639,53.49944671292468,7928.279956987118,1.1324359902494163,646.7237447831455,180.664191440213,10.158027623373172,10.792526146982699,7.8339492989684905,6.444586665562089,3.9143529032738056,3.998190549561238,8.978317510630815,0.7572649836374975,6.4734642856730655
27.99801729815801,-12.648999745027773,1,1633.0777700583503,1.9889934044899589,49999.999999999985,7577.036457533595,1130.997522344233,78.67130445582988,4.642547969362353,41.75460029087451,9937.040220666511,0.5808807973599277,930.8162184787186,182.03598821503502,8.031352537580949,10.819798284210286,8.93300940253736,7.031739070018889,4.377909476495713,3.755476798736584,9.204125119313114,0.45798215839554607,6.837135604767516
